"Gender","Suspicious","Betrayed","Worried","Distrustful","Jealousy","Rejected","Hurt","Anxious","Angry","Threatened","Sad","Upset","Attractiveness_check1","Attractiveness_check2","Assertiveness","Self_confidence","Extroverted","Influential","Socially_competent","Good_judge_of_character","Attractive_not_dominant_woman","Unattractive_dominant_woman","Attractive_dominant_woman","Unattractive_not_dominant_woman","Attractive_not_dominant_man","Unattractive_dominant_man","Attractive_dominant_man","Unattractive_not_dominant_man","Mate_value1","Mate_value2","Mate_value3","Mate_value4","Mate_value5","Mate_value6","Sample","Attractive_condition","Dominant_condition","ID"
1,3,5,3,4,5,5,5,2,5,3,2,4,4,4,5,5,5,4,5,4,NA,NA,NA,NA,NA,NA,1,NA,3,2,1,4,3,4,"Online","Attractive","Dominant",286
1,4,3,3,3,4,3,2,4,1,3,2,2,5,6,2,2,2,3,3,3,NA,NA,NA,NA,NA,1,NA,NA,4,3,1,4,5,2,"Online","Not Attractive","Dominant",287
2,3,2,2,1,2,1,1,1,1,1,1,1,2,4,3,4,4,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,3,3,"Online","Attractive","Not Dominant",288
1,5,4,5,4,4,4,4,5,4,4,4,4,6,6,4,4,4,2,5,3,NA,NA,NA,NA,NA,NA,NA,1,6,3,2,3,5,4,"Online","Not Attractive","Not Dominant",289
2,2,3,2,3,2,3,3,2,3,2,2,2,2,3,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,2,2,1,"Online","Attractive","Dominant",290
2,4,4,1,5,2,2,4,1,5,2,3,3,3,4,3,2,4,4,5,3,NA,NA,1,NA,NA,NA,NA,NA,5,6,4,4,5,6,"Online","Attractive","Dominant",291
2,5,5,5,5,5,5,4,4,4,5,4,4,3,3,4,4,4,5,4,4,1,NA,NA,NA,NA,NA,NA,NA,5,3,3,2,3,3,"Online","Attractive","Not Dominant",292
2,2,2,2,2,4,3,3,5,4,3,3,3,4,5,4,4,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,5,4,3,5,5,5,"Online","Not Attractive","Dominant",293
1,2,2,2,2,2,1,2,2,1,1,2,2,3,4,4,4,5,4,5,3,NA,NA,NA,NA,NA,NA,1,NA,5,3,3,2,4,3,"Online","Attractive","Dominant",294
1,4,3,5,2,2,1,3,4,2,1,4,3,6,6,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,5,6,2,"Online","Not Attractive","Not Dominant",295
1,4,4,5,4,4,3,4,3,5,2,2,2,6,7,3,4,4,4,5,2,NA,NA,NA,NA,NA,1,NA,NA,6,6,5,6,6,5,"Online","Not Attractive","Dominant",296
2,5,5,5,5,5,1,3,4,5,3,2,2,4,7,3,1,2,2,1,3,NA,NA,NA,1,NA,NA,NA,NA,6,5,3,5,6,6,"Online","Not Attractive","Not Dominant",297
2,3,2,2,2,2,1,1,3,1,2,1,1,3,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,5,2,5,"Online","Attractive","Dominant",298
1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,4,3,5,2,3,NA,NA,NA,NA,1,NA,NA,NA,1,3,3,1,4,5,"Online","Attractive","Not Dominant",299
2,4,5,3,3,5,3,4,4,5,5,4,4,6,6,2,3,4,2,5,3,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,4,5,6,"Online","Not Attractive","Dominant",300
2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,3,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,5,5,4,4,5,6,"Online","Not Attractive","Not Dominant",301
1,2,3,2,2,3,3,3,5,2,4,4,4,6,6,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,5,1,"Online","Not Attractive","Not Dominant",302
1,5,5,4,4,5,3,5,4,5,1,5,5,7,7,3,2,4,4,4,2,NA,NA,NA,NA,1,NA,NA,NA,4,4,6,4,6,1,"Online","Attractive","Not Dominant",303
2,1,1,1,1,1,1,1,2,1,1,1,1,6,7,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,4,5,6,3,5,3,"Online","Attractive","Not Dominant",304
2,2,1,1,2,3,2,2,2,2,2,2,2,5,5,2,2,2,4,4,2,NA,NA,NA,1,NA,NA,NA,NA,4,4,3,2,3,2,"Online","Not Attractive","Not Dominant",305
2,3,2,2,2,3,3,2,2,2,2,2,2,5,5,4,5,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,4,2,2,"Online","Not Attractive","Dominant",306
2,1,1,1,2,2,1,1,1,1,1,1,1,5,3,4,4,3,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,3,1,"Online","Attractive","Not Dominant",307
2,4,3,5,5,4,4,4,5,1,2,5,5,3,2,4,4,5,5,5,4,NA,NA,1,NA,NA,NA,NA,NA,3,3,5,5,5,5,"Online","Attractive","Dominant",308
2,2,2,2,2,3,2,2,4,2,2,3,3,5,7,4,2,4,3,4,3,NA,NA,NA,1,NA,NA,NA,NA,5,5,6,5,6,5,"Online","Not Attractive","Not Dominant",309
2,2,2,3,3,3,2,2,4,2,3,3,3,3,4,2,5,4,4,5,3,NA,1,NA,NA,NA,NA,NA,NA,5,3,3,3,5,2,"Online","Not Attractive","Dominant",310
2,2,2,1,1,2,1,2,2,2,1,1,1,4,5,3,4,4,2,3,4,NA,NA,1,NA,NA,NA,NA,NA,5,5,4,2,3,2,"Online","Attractive","Dominant",311
2,3,3,3,2,4,3,3,2,3,3,2,2,5,5,2,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,1,"Online","Attractive","Not Dominant",312
2,5,5,5,5,4,5,5,5,4,4,4,4,3,4,2,4,2,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,2,"Online","Attractive","Not Dominant",313
1,4,5,4,3,5,5,5,5,4,3,4,4,5,5,3,4,5,3,4,3,NA,NA,NA,NA,NA,1,NA,NA,3,2,2,2,3,1,"Online","Not Attractive","Dominant",314
2,4,4,3,3,4,4,3,3,3,3,2,2,3,5,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,5,3,3,2,4,4,"Online","Attractive","Dominant",315
1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,5,4,4,4,4,4,"Online","Attractive","Dominant",316
1,2,1,2,2,1,1,1,2,1,2,1,1,4,6,2,3,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,5,2,"Online","Not Attractive","Not Dominant",317
1,3,4,2,2,3,3,3,4,2,2,4,4,3,4,4,4,4,5,5,4,NA,NA,NA,NA,NA,NA,1,NA,3,5,2,2,2,1,"Online","Attractive","Dominant",318
2,2,2,2,2,2,1,1,2,1,2,2,2,4,6,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,3,3,3,2,4,2,"Online","Not Attractive","Dominant",319
2,4,1,3,3,4,1,4,5,2,2,5,5,4,6,4,2,3,3,2,1,NA,NA,NA,1,NA,NA,NA,NA,5,5,7,6,6,5,"Online","Not Attractive","Not Dominant",320
2,2,4,3,3,3,4,4,4,2,3,4,4,4,7,4,3,4,5,2,2,NA,NA,1,NA,NA,NA,NA,NA,3,4,2,2,2,2,"Online","Attractive","Dominant",321
2,3,2,2,3,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,"Online","Attractive","Not Dominant",322
2,2,2,2,2,3,2,2,2,2,2,2,2,4,4,3,3,3,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,6,6,6,5,5,3,"Online","Not Attractive","Not Dominant",323
1,4,4,4,4,4,4,4,4,4,4,4,4,6,6,2,2,3,3,3,2,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,4,6,2,"Online","Not Attractive","Dominant",324
2,2,3,2,2,4,4,3,4,3,2,3,3,3,5,4,4,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,3,3,5,3,5,2,"Online","Not Attractive","Dominant",325
2,4,4,4,4,4,3,4,5,2,3,2,2,6,7,4,4,4,2,4,3,NA,1,NA,NA,NA,NA,NA,NA,6,5,5,5,5,6,"Online","Not Attractive","Dominant",326
2,3,2,2,2,3,2,3,3,3,4,3,3,4,4,4,4,3,4,4,4,NA,NA,NA,1,NA,NA,NA,NA,5,4,4,6,5,1,"Online","Not Attractive","Not Dominant",327
2,3,2,2,3,5,1,1,5,1,1,5,5,5,6,2,4,1,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,2,5,5,2,5,4,"Online","Attractive","Not Dominant",328
1,3,2,2,2,3,2,2,2,1,2,2,2,4,4,3,4,3,2,3,3,NA,NA,NA,NA,1,NA,NA,NA,3,3,4,1,3,1,"Online","Attractive","Not Dominant",329
2,2,1,2,2,3,3,2,5,3,3,2,1,4,1,2,1,1,3,2,5,NA,NA,1,NA,NA,NA,NA,NA,5,4,4,1,4,1,"Online","Attractive","Dominant",330
2,1,1,1,1,2,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,6,6,6,6,6,6,"Online","Attractive","Dominant",331
2,3,5,3,3,5,5,5,5,4,4,5,5,2,2,3,2,1,2,2,3,NA,NA,NA,1,NA,NA,NA,NA,4,2,1,1,3,1,"Online","Not Attractive","Not Dominant",332
1,3,1,2,1,3,2,2,2,1,1,2,2,4,6,2,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,1,4,6,5,3,4,2,"Online","Not Attractive","Not Dominant",333
2,4,4,4,3,3,5,4,4,3,3,3,2,3,3,2,4,4,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,3,5,2,2,5,3,"Online","Attractive","Not Dominant",334
2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,3,3,3,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,3,3,2,"Online","Not Attractive","Dominant",335
2,2,1,2,1,3,2,2,4,1,1,1,1,4,4,2,2,2,1,2,2,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,"Online","Not Attractive","Not Dominant",336
1,4,4,4,5,5,5,5,4,5,5,5,5,3,4,4,5,5,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,3,"Online","Attractive","Dominant",337
1,2,3,2,3,1,3,4,4,2,2,5,4,6,1,4,4,4,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,5,3,4,2,6,1,"Online","Not Attractive","Dominant",338
1,5,3,4,4,5,4,4,5,3,3,4,4,6,7,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,5,6,5,5,6,4,"Online","Not Attractive","Not Dominant",339
2,3,2,2,1,4,2,2,3,1,2,1,2,6,7,3,4,5,3,5,3,NA,1,NA,NA,NA,NA,NA,NA,5,6,6,5,5,4,"Online","Not Attractive","Dominant",340
2,4,2,2,2,3,2,2,2,2,2,2,2,6,7,4,4,4,4,4,3,NA,NA,1,NA,NA,NA,NA,NA,6,6,6,5,6,5,"Online","Attractive","Dominant",341
1,4,3,2,3,4,3,4,5,3,5,3,4,4,2,2,3,2,4,4,3,NA,NA,NA,NA,1,NA,NA,NA,2,3,4,3,4,1,"Online","Attractive","Not Dominant",342
2,2,2,1,1,2,1,2,2,1,1,1,2,3,5,2,4,4,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,3,5,5,2,5,2,"Online","Attractive","Not Dominant",343
2,2,1,2,1,2,1,2,1,1,1,2,1,3,5,2,4,3,4,5,5,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,4,"Online","Attractive","Dominant",344
2,2,3,4,4,4,4,3,3,3,3,3,3,6,6,4,3,4,2,3,3,NA,1,NA,NA,NA,NA,NA,NA,5,3,3,3,3,5,"Online","Not Attractive","Dominant",345
1,2,1,1,1,1,1,1,1,1,2,1,1,4,5,4,4,2,2,4,4,NA,NA,NA,NA,NA,1,NA,NA,5,4,4,4,5,4,"Online","Not Attractive","Dominant",346
2,5,3,5,5,5,5,5,5,2,5,5,5,3,4,1,1,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,4,1,"Online","Attractive","Not Dominant",347
2,3,2,3,3,4,3,2,5,4,2,1,1,4,5,3,5,4,4,4,5,NA,NA,NA,1,NA,NA,NA,NA,5,5,3,5,5,7,"Online","Not Attractive","Not Dominant",348
1,4,3,2,2,2,1,1,2,1,2,2,2,5,6,4,4,3,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,6,6,7,7,7,4,"Online","Not Attractive","Dominant",349
1,4,4,4,4,4,3,4,4,5,3,3,5,7,6,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1,5,5,3,5,6,4,"Online","Not Attractive","Not Dominant",350
1,4,1,2,2,1,1,1,2,1,1,1,1,5,6,4,3,4,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,5,6,3,6,6,5,"Online","Attractive","Not Dominant",351
1,3,2,2,1,2,1,1,2,1,1,1,1,4,3,3,4,4,2,4,3,NA,NA,NA,NA,NA,NA,1,NA,6,5,5,6,6,4,"Online","Attractive","Dominant",352
1,2,1,1,1,2,1,1,1,1,1,1,1,4,4,3,4,4,3,4,3,NA,NA,NA,NA,NA,1,NA,NA,3,3,3,3,3,3,"Online","Not Attractive","Dominant",353
2,2,2,2,2,3,3,2,2,2,2,3,3,5,5,2,3,3,4,3,2,NA,NA,NA,1,NA,NA,NA,NA,4,4,3,3,4,2,"Online","Not Attractive","Not Dominant",354
2,2,2,1,2,3,1,2,2,2,2,2,2,4,5,2,2,2,1,2,4,NA,1,NA,NA,NA,NA,NA,NA,5,4,3,3,5,5,"Online","Not Attractive","Dominant",355
2,2,2,1,1,2,1,1,2,1,1,1,1,4,5,4,4,4,4,4,3,NA,NA,1,NA,NA,NA,NA,NA,3,4,3,2,3,2,"Online","Attractive","Dominant",356
1,4,3,4,4,3,4,4,3,3,3,3,3,7,6,2,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,1,4,2,"Online","Not Attractive","Not Dominant",357
1,2,1,2,2,2,2,2,2,1,2,1,1,4,2,2,2,2,2,4,3,NA,NA,NA,NA,1,NA,NA,NA,4,3,3,2,2,2,"Online","Attractive","Not Dominant",358
2,3,2,3,2,3,3,2,4,2,2,3,2,1,3,2,3,2,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,2,3,2,5,3,6,"Online","Attractive","Not Dominant",359
2,2,1,2,2,1,1,1,2,1,2,1,1,3,4,3,4,4,3,4,4,NA,NA,NA,1,NA,NA,NA,NA,5,4,2,5,4,4,"Online","Not Attractive","Not Dominant",360
1,2,2,2,2,4,2,2,2,1,4,3,1,2,3,4,5,5,4,5,2,NA,NA,NA,NA,NA,NA,1,NA,6,4,2,2,2,2,"Online","Attractive","Dominant",361
2,5,4,5,4,3,2,4,1,4,3,5,4,2,4,1,2,2,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,4,3,"Online","Attractive","Not Dominant",362
1,2,2,5,3,5,5,5,5,1,2,5,5,5,2,4,4,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,1,1,"Online","Not Attractive","Not Dominant",363
1,4,3,4,3,2,3,3,4,2,2,3,3,4,3,2,2,4,2,3,3,NA,NA,NA,NA,1,NA,NA,NA,2,2,1,1,2,1,"Online","Attractive","Not Dominant",364
1,4,3,3,3,3,2,4,2,2,3,4,2,5,3,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,3,1,"Online","Attractive","Dominant",365
1,4,1,4,2,5,4,4,5,3,3,4,5,4,3,4,1,3,2,1,5,NA,NA,NA,NA,NA,1,NA,NA,3,5,4,1,1,1,"Online","Not Attractive","Dominant",366
1,4,3,2,2,3,3,2,2,3,2,2,3,6,6,4,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,6,6,5,2,6,1,"Online","Not Attractive","Not Dominant",367
1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,3,2,3,3,3,NA,NA,NA,NA,1,NA,NA,NA,5,6,6,3,5,4,"Online","Attractive","Not Dominant",368
2,2,2,2,1,1,1,2,2,1,1,2,2,6,3,3,3,4,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,6,5,5,5,4,5,"Online","Not Attractive","Dominant",369
2,2,2,2,2,3,2,2,3,2,2,2,2,4,4,4,4,4,5,4,4,NA,NA,1,NA,NA,NA,NA,NA,5,4,3,3,4,3,"Online","Attractive","Dominant",370
2,4,3,4,3,4,4,4,5,3,4,4,4,5,1,3,4,3,3,3,2,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,"Online","Not Attractive","Not Dominant",371
2,2,2,2,2,4,1,2,3,2,2,2,2,5,6,4,4,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,3,5,4,4,5,6,"Online","Not Attractive","Dominant",372
1,2,1,2,2,2,1,2,2,2,1,1,1,4,6,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,6,6,6,5,6,5,"Online","Attractive","Dominant",373
2,2,2,1,1,2,1,2,2,3,1,2,2,7,7,3,4,1,3,3,3,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,1,"Online","Attractive","Dominant",374
2,4,2,3,3,5,3,2,5,2,4,4,4,3,3,3,2,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,5,2,"Online","Attractive","Not Dominant",375
2,4,4,3,5,2,5,4,5,3,1,5,5,3,2,4,2,2,4,4,3,NA,NA,1,NA,NA,NA,NA,NA,2,3,6,3,2,6,"Online","Attractive","Dominant",376
1,3,3,3,3,4,4,4,4,2,3,4,4,5,5,2,3,2,2,3,3,NA,NA,NA,NA,NA,1,NA,NA,2,2,3,1,1,1,"Online","Not Attractive","Dominant",377
1,4,3,4,4,4,3,5,4,3,3,5,4,3,2,2,3,2,3,3,4,NA,NA,NA,NA,1,NA,NA,NA,3,2,2,2,3,1,"Online","Attractive","Not Dominant",378
1,3,2,2,2,4,2,2,2,2,2,3,3,5,6,4,4,4,4,5,5,NA,NA,NA,NA,NA,1,NA,NA,5,5,4,4,4,3,"Online","Not Attractive","Dominant",379
2,4,4,4,3,5,4,5,5,4,4,5,4,6,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,5,5,"Online","Attractive","Not Dominant",380
2,2,2,4,2,4,3,3,4,2,2,3,3,6,6,4,4,1,5,5,3,NA,1,NA,NA,NA,NA,NA,NA,6,6,6,5,6,6,"Online","Not Attractive","Dominant",381
2,4,5,4,4,2,3,4,3,5,2,5,5,6,6,4,3,2,2,3,3,NA,NA,NA,1,NA,NA,NA,NA,6,5,5,2,5,5,"Online","Not Attractive","Not Dominant",382
1,4,4,5,4,1,4,4,5,5,3,3,4,3,4,4,5,5,5,5,2,NA,NA,NA,NA,NA,NA,1,NA,5,5,4,5,5,3,"Online","Attractive","Dominant",383
1,2,2,2,2,2,2,2,2,2,1,2,2,7,7,1,3,5,3,2,5,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,5,5,1,"Online","Not Attractive","Not Dominant",384
1,3,2,2,2,2,2,2,3,3,2,3,3,6,7,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,6,6,5,5,6,1,"Online","Not Attractive","Not Dominant",385
1,5,2,4,3,5,2,4,5,3,4,4,4,4,5,4,4,5,4,4,3,NA,NA,NA,NA,NA,NA,1,NA,3,4,2,5,6,3,"Online","Attractive","Dominant",386
1,3,3,2,3,4,4,3,2,3,4,3,3,4,5,3,4,4,4,5,3,NA,NA,NA,NA,NA,1,NA,NA,3,5,3,2,5,1,"Online","Not Attractive","Dominant",387
1,3,2,2,2,2,1,2,1,1,1,2,1,4,5,4,4,4,4,4,3,NA,NA,NA,NA,1,NA,NA,NA,5,5,6,6,5,4,"Online","Attractive","Not Dominant",388
1,5,5,5,5,5,3,5,5,5,3,1,2,3,4,4,4,3,5,4,5,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,4,5,4,"Online","Attractive","Dominant",389
2,4,3,4,3,2,1,3,2,1,3,2,3,2,2,5,4,4,5,5,4,NA,NA,1,NA,NA,NA,NA,NA,6,5,5,6,6,6,"Online","Attractive","Dominant",390
2,4,3,3,3,5,4,4,4,5,2,2,4,6,6,1,2,2,2,2,3,NA,NA,NA,1,NA,NA,NA,NA,6,6,6,6,6,6,"Online","Not Attractive","Not Dominant",391
1,3,3,4,2,3,3,4,2,2,4,3,3,4,5,2,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,4,5,3,"Online","Not Attractive","Not Dominant",392
2,3,4,5,4,5,5,5,5,5,5,5,5,4,6,4,4,4,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,6,"Online","Attractive","Not Dominant",393
1,2,1,2,2,2,2,2,2,2,2,2,2,4,6,5,5,5,5,5,3,NA,NA,NA,NA,NA,1,NA,NA,4,4,4,4,5,4,"Online","Not Attractive","Dominant",394
1,5,4,5,5,4,5,4,5,4,3,5,4,6,7,3,3,2,4,3,3,NA,NA,NA,NA,1,NA,NA,NA,5,4,5,5,4,5,"Online","Attractive","Not Dominant",395
2,2,2,2,1,2,1,1,2,1,3,1,1,4,5,2,1,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,3,"Online","Attractive","Not Dominant",396
2,4,4,4,4,4,4,4,3,3,3,4,4,5,5,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,1,6,4,"Online","Not Attractive","Dominant",397
1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,4,4,4,4,4,4,"Online","Attractive","Dominant",398
1,2,2,1,1,2,1,2,2,1,1,1,2,4,5,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,1,NA,6,6,6,3,4,4,"Online","Attractive","Dominant",399
1,5,4,4,5,4,5,5,5,4,3,5,4,4,6,4,3,2,4,4,2,NA,NA,NA,NA,1,NA,NA,NA,4,5,4,2,4,2,"Online","Attractive","Not Dominant",400
2,2,2,1,1,3,2,2,2,1,2,1,2,5,5,2,2,2,2,3,3,NA,NA,NA,1,NA,NA,NA,NA,6,4,4,4,5,4,"Online","Not Attractive","Not Dominant",401
2,5,4,5,4,4,3,5,5,4,4,5,5,2,5,3,3,3,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,5,4,3,3,4,3,"Online","Attractive","Not Dominant",402
1,5,5,1,1,3,1,3,1,1,1,1,2,7,7,4,2,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,7,7,7,7,7,7,"Online","Attractive","Not Dominant",403
1,3,4,3,3,4,3,5,3,4,3,4,4,4,4,4,4,5,5,5,4,NA,NA,NA,NA,NA,NA,1,NA,4,4,3,2,4,3,"Online","Attractive","Dominant",404
2,2,1,1,2,2,2,2,2,2,1,1,1,7,7,4,4,4,3,4,3,NA,1,NA,NA,NA,NA,NA,NA,6,6,7,7,6,6,"Field","Not Attractive","Dominant",405
2,4,4,1,4,1,1,4,2,4,1,1,2,5,6,4,4,4,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,6,4,"Field","Attractive","Not Dominant",406
1,2,5,2,5,5,4,3,2,5,4,2,2,7,7,2,4,4,2,4,2,NA,NA,NA,NA,1,NA,NA,NA,7,7,7,7,7,7,"Field","Attractive","Not Dominant",407
2,4,4,4,5,1,2,4,3,3,1,4,4,4,4,4,4,2,2,2,4,NA,NA,NA,1,NA,NA,NA,NA,3,2,2,2,3,3,"Field","Not Attractive","Not Dominant",408
2,3,2,2,2,4,3,4,5,2,2,4,4,3,3,3,4,4,2,4,4,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,2,"Field","Attractive","Dominant",409
1,3,1,2,2,2,1,2,2,1,1,2,2,5,5,1,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,1,5,3,3,5,3,2,"Field","Not Attractive","Not Dominant",410
1,2,3,2,2,2,2,3,2,2,2,2,2,6,6,2,2,3,1,2,3,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,"Field","Not Attractive","Dominant",411
2,3,3,3,2,2,3,3,3,3,2,3,3,5,6,3,3,2,3,3,4,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,2,"Field","Not Attractive","Not Dominant",412
1,2,3,2,2,4,1,2,3,1,4,3,3,3,3,3,5,4,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,1,3,1,"Field","Attractive","Dominant",413
1,4,2,3,3,4,3,3,3,3,4,3,4,3,4,4,4,3,4,4,2,NA,NA,NA,NA,1,NA,NA,NA,5,4,4,5,5,3,"Field","Attractive","Not Dominant",414
2,3,3,2,5,4,2,3,5,2,2,3,3,4,5,2,4,4,4,4,5,NA,1,NA,NA,NA,NA,NA,NA,4,5,3,5,5,3,"Field","Not Attractive","Dominant",415
2,4,2,4,3,5,4,3,5,3,4,3,2,3,5,3,4,4,4,4,3,NA,NA,1,NA,NA,NA,NA,NA,6,6,5,4,6,4,"Field","Attractive","Dominant",416
2,2,1,2,1,2,1,1,2,1,1,2,2,2,4,2,2,3,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5,"Field","Attractive","Not Dominant",417
2,2,2,2,2,3,3,3,2,2,3,1,2,2,2,5,4,4,4,5,5,NA,NA,1,NA,NA,NA,NA,NA,2,3,3,3,2,2,"Field","Attractive","Dominant",418
2,4,2,2,3,2,2,2,2,3,3,3,3,4,4,3,3,3,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,3,4,2,2,4,3,"Field","Not Attractive","Not Dominant",419
1,2,2,3,2,3,2,2,3,3,1,1,2,5,3,2,4,4,4,5,2,NA,NA,NA,NA,NA,NA,1,NA,6,5,5,5,4,1,"Field","Attractive","Dominant",420
2,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,3,4,NA,1,NA,NA,NA,NA,NA,NA,5,6,5,5,5,5,"Field","Not Attractive","Dominant",421
1,2,2,3,2,3,3,2,2,3,2,2,4,6,4,4,3,4,4,4,3,NA,NA,NA,NA,NA,1,NA,NA,5,5,2,2,5,5,"Field","Not Attractive","Dominant",422
2,2,1,1,1,2,1,2,2,2,1,1,2,6,7,4,3,4,3,4,5,NA,1,NA,NA,NA,NA,NA,NA,5,5,4,3,5,4,"Field","Not Attractive","Dominant",423
2,5,5,5,5,5,4,5,5,5,3,5,5,3,4,4,4,4,3,5,4,NA,NA,1,NA,NA,NA,NA,NA,6,5,6,5,7,4,"Field","Attractive","Dominant",424
2,4,4,5,5,4,3,4,4,5,2,4,4,7,7,3,3,4,3,4,3,NA,NA,NA,1,NA,NA,NA,NA,6,5,6,6,6,6,"Field","Not Attractive","Not Dominant",425
1,2,1,2,2,1,1,1,2,1,1,1,1,4,6,2,2,2,2,3,2,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,6,5,"Field","Attractive","Not Dominant",426
2,2,2,2,2,4,2,3,2,3,2,4,4,3,5,4,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,5,1,"Field","Attractive","Not Dominant",427
1,1,1,1,1,2,1,1,1,1,1,1,1,7,7,3,4,4,5,3,4,NA,NA,NA,NA,NA,1,NA,NA,4,3,5,4,4,3,"Field","Not Attractive","Dominant",428
2,1,1,1,1,1,1,1,1,1,1,1,1,7,6,3,4,4,4,4,1,NA,1,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,"Field","Not Attractive","Dominant",429
