"Gender","Suspicious","Betrayed","Worried","Distrustful","Jealousy","Rejected","Hurt","Anxious","Angry","Threatened","Sad","Upset","Attractiveness_check1","Attractiveness_check2","Assertiveness","Self_confidence","Extroverted","Influential","Socially_competent","Good_judge_of_character","Attractive_not_dominant_woman","Unattractive_dominant_woman","Attractive_dominant_woman","Unattractive_not_dominant_woman","Attractive_not_dominant_man","Unattractive_dominant_man","Attractive_dominant_man","Unattractive_not_dominant_man","Mate_value1","Mate_value2","Mate_value3","Mate_value4","Mate_value5","Mate_value6","Sample","Attractive_condition","Dominant_condition","ID"
1,3,4,3,4,4,3,4,2,4,3,3,3,3,3,4,4,4,4,5,5,NA,NA,NA,NA,NA,NA,1,NA,6,5,3,3,5,5,"Field","Attractive","Dominant",286
1,3,3,3,3,3,2,2,2,3,2,2,2,2,3,2,2,1,1,1,3,NA,NA,NA,NA,1,NA,NA,NA,3,2,2,2,4,2,"Field","Attractive","Not Dominant",287
2,2,2,1,2,2,1,2,1,2,1,2,1,6,7,4,3,4,4,4,5,NA,1,NA,NA,NA,NA,NA,NA,4,4,3,3,4,2,"Field","Not Attractive","Dominant",288
2,4,3,3,4,5,4,4,3,4,4,3,2,3,4,3,3,4,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,5,3,"Field","Attractive","Not Dominant",289
1,3,3,3,4,5,3,3,4,4,3,3,2,6,5,4,4,4,5,4,5,NA,NA,NA,NA,NA,1,NA,NA,5,4,2,2,5,2,"Field","Not Attractive","Dominant",290
2,4,4,5,5,5,4,4,5,4,4,4,4,2,3,4,5,5,4,4,5,NA,NA,1,NA,NA,NA,NA,NA,5,6,5,4,5,1,"Field","Attractive","Dominant",291
1,3,3,2,2,4,2,2,2,3,2,2,2,4,4,2,2,2,2,2,3,NA,NA,NA,NA,1,NA,NA,NA,5,4,4,4,5,3,"Field","Attractive","Not Dominant",292
2,1,1,1,2,2,2,2,1,2,1,2,1,6,6,1,2,2,2,1,3,NA,NA,NA,1,NA,NA,NA,NA,6,5,5,4,5,5,"Field","Not Attractive","Not Dominant",293
2,2,2,2,2,2,1,2,2,3,1,2,1,6,6,4,4,4,4,4,5,NA,1,NA,NA,NA,NA,NA,NA,5,5,6,5,5,6,"Field","Not Attractive","Dominant",294
1,1,1,2,2,2,1,2,1,2,1,1,1,7,7,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,6,3,5,6,4,"Field","Not Attractive","Not Dominant",295
2,4,4,5,4,5,4,4,3,4,5,4,4,2,1,4,4,5,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,3,3,3,2,3,3,"Field","Attractive","Dominant",296
2,2,2,1,2,2,1,1,1,2,1,1,1,6,5,4,4,4,4,4,5,NA,1,NA,NA,NA,NA,NA,NA,5,5,4,4,5,4,"Field","Not Attractive","Dominant",297
2,2,2,1,2,2,1,1,1,2,1,2,1,6,6,1,2,2,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,5,4,4,3,5,3,"Field","Not Attractive","Not Dominant",298
1,3,4,3,4,5,4,5,3,4,4,3,3,3,4,4,5,4,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,6,6,5,5,6,5,"Field","Attractive","Dominant",299
1,2,2,2,2,3,3,2,1,3,1,1,1,6,7,4,4,4,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,6,6,4,4,6,3,"Field","Not Attractive","Dominant",300
1,3,3,2,2,3,2,2,3,3,3,2,2,6,6,4,4,4,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,4,3,3,3,4,2,"Field","Not Attractive","Dominant",301
1,2,2,3,2,4,2,2,3,3,2,2,2,2,4,2,2,2,1,2,3,NA,NA,NA,NA,1,NA,NA,NA,4,3,2,2,4,2,"Field","Attractive","Not Dominant",302
1,3,3,4,3,4,3,3,3,4,3,2,2,2,3,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,6,5,5,5,6,5,"Field","Attractive","Dominant",303
2,4,4,3,3,5,4,4,4,4,4,3,3,2,2,2,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,5,4,"Field","Attractive","Not Dominant",304
2,1,2,1,2,2,1,1,1,2,1,1,1,7,6,1,1,2,2,2,3,NA,NA,NA,1,NA,NA,NA,NA,6,6,6,6,6,5,"Field","Not Attractive","Not Dominant",305
2,4,3,4,3,5,4,5,3,4,4,4,3,2,2,4,4,4,5,4,5,NA,NA,1,NA,NA,NA,NA,NA,6,5,5,5,6,3,"Field","Attractive","Dominant",306
1,3,3,2,4,3,3,3,3,3,3,3,3,5,5,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,4,6,3,"Field","Not Attractive","Not Dominant",307
2,3,4,4,3,5,4,3,3,4,4,3,3,2,4,2,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,5,"Field","Attractive","Not Dominant",308
1,4,3,3,3,4,3,2,3,4,3,3,3,4,4,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,1,NA,6,5,5,5,6,6,"Field","Attractive","Dominant",309
1,2,2,3,3,3,3,3,3,4,2,2,2,2,3,2,2,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,3,3,3,2,3,1,"Field","Attractive","Not Dominant",310
1,3,3,3,4,4,3,3,3,4,3,2,2,6,6,4,4,4,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,5,4,4,4,5,3,"Field","Not Attractive","Dominant",311
2,2,2,1,2,2,2,2,2,2,1,2,1,6,6,4,5,5,5,4,5,NA,1,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,"Field","Not Attractive","Dominant",312
2,4,5,4,4,5,4,4,5,4,4,4,NA,2,3,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,6,5,5,5,5,4,"Field","Attractive","Dominant",313
2,3,2,2,3,3,2,2,3,3,1,2,2,7,6,1,1,2,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,6,5,5,5,6,4,"Field","Not Attractive","Not Dominant",314
1,2,1,1,2,2,1,2,2,3,1,1,1,6,6,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,2,3,2,"Field","Not Attractive","Not Dominant",315
2,4,4,3,3,4,3,4,4,4,4,3,3,3,4,1,2,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,5,4,4,4,5,3,"Field","Not Attractive","Dominant",316
1,3,4,4,4,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,NA,4,4,3,2,4,2,"Field","Attractive","Dominant",317
1,2,2,2,1,2,2,2,1,2,2,2,2,5,5,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,2,4,2,"Field","Not Attractive","Not Dominant",318
1,3,3,3,4,4,3,2,2,4,3,2,2,6,6,4,4,4,5,4,5,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,4,5,3,"Field","Not Attractive","Dominant",319
2,3,2,2,3,4,3,3,2,3,4,3,3,2,3,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,4,4,"Field","Attractive","Not Dominant",320
1,5,4,5,4,5,5,5,4,5,5,5,5,1,1,3,3,2,3,2,2,NA,NA,NA,NA,1,NA,NA,NA,2,2,3,2,3,3,"Field","Attractive","Not Dominant",321
1,2,2,2,2,3,2,3,2,3,3,2,2,2,3,1,2,2,1,2,3,NA,NA,NA,NA,1,NA,NA,NA,4,3,2,2,4,2,"Field","Attractive","Not Dominant",322
1,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,2,3,4,4,3,4,"Field","Not Attractive","Dominant",323
1,4,3,4,4,4,3,4,3,4,4,3,2,2,3,4,4,5,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,4,5,4,"Field","Attractive","Dominant",324
1,2,2,1,3,1,2,1,1,2,1,2,2,7,7,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,4,3,3,4,5,"Field","Not Attractive","Not Dominant",325
1,3,3,2,3,4,3,3,3,3,4,3,2,2,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,NA,7,5,5,5,6,4,"Field","Attractive","Dominant",326
2,4,4,4,5,5,4,5,4,4,4,4,4,1,2,4,4,5,5,4,5,NA,NA,1,NA,NA,NA,NA,NA,5,4,4,3,4,2,"Field","Attractive","Dominant",327
1,2,3,2,2,3,2,3,1,3,3,2,2,3,3,2,2,1,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,3,3,3,2,3,1,"Field","Attractive","Not Dominant",328
1,2,2,1,4,2,1,1,1,1,1,1,1,7,7,4,4,4,5,4,4,NA,NA,NA,NA,NA,1,NA,NA,7,7,7,7,7,7,"Field","Not Attractive","Dominant",329
2,2,1,1,1,2,2,2,1,2,1,1,1,6,6,4,4,4,5,5,4,1,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,6,3,"Field","Attractive","Not Dominant",330
2,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,1,1,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,6,7,7,7,7,5,"Field","Not Attractive","Not Dominant",331
1,2,2,2,2,2,1,2,1,2,1,1,1,6,6,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,3,5,3,"Field","Not Attractive","Not Dominant",332
1,3,4,3,4,4,3,4,3,4,3,4,4,7,5,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,3,2,5,"Field","Not Attractive","Not Dominant",333
2,2,2,1,2,2,2,2,1,2,1,2,1,6,6,4,4,4,4,5,5,NA,1,NA,NA,NA,NA,NA,NA,6,5,5,5,6,5,"Field","Not Attractive","Dominant",334
1,4,4,5,5,5,4,4,4,5,4,4,3,2,4,4,5,4,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,7,5,6,5,6,4,"Field","Attractive","Dominant",335
1,2,3,2,3,3,2,1,2,2,2,1,1,6,6,4,5,4,5,3,4,NA,NA,NA,NA,NA,1,NA,NA,5,4,4,4,5,4,"Field","Not Attractive","Dominant",336
1,4,4,2,3,4,2,2,2,1,4,3,3,1,3,3,2,3,1,2,3,NA,NA,NA,NA,1,NA,NA,NA,5,3,3,4,5,3,"Field","Attractive","Not Dominant",337
2,3,4,2,3,4,4,4,3,4,2,3,3,6,6,2,1,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,4,4,5,4,4,6,"Field","Not Attractive","Not Dominant",338
1,2,2,1,1,3,2,2,1,1,1,2,2,7,6,4,5,4,5,4,5,NA,NA,NA,NA,NA,1,NA,NA,6,5,6,5,5,4,"Field","Not Attractive","Dominant",339
